political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Sheriff,G. W. Barrett,0,2,2,1
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,County Tax Assessor-Collector,Cindy L. Brown,0,30,30,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,"Constable, Precinct No. 2",Kenneth Martindale,2,29,31,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,County Chairman,Elizabeth McDowell,2,29,31,37
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 1,Yes,2,29,31,34
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 1,No,0,1,1,5
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 2,Yes,2,30,32,32
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 2,No,0,0,0,5
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 3,Yes,2,30,32,33
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 3,No,0,0,0,3
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 4,Yes,2,30,32,35
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 4,No,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 5,Yes,2,28,30,33
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 5,No,0,2,2,5
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 6,Yes,2,30,32,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 6,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 7,Yes,2,30,32,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 7,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 8,Yes,2,30,32,38
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 9,Yes,2,29,31,37
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 9,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 10,Yes,2,29,31,35
Wheeler County,3/3/2020,Primary ,,,7 - REP,122,Proposition 10,No,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Matthew John Matern,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Donald J. Trump,6,119,125,108
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Bill Weld,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Bob Ely,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Joe Walsh,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,President,Uncommitted,0,2,2,4
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,United States Senator,Virgil Bierschwale,0,2,2,2
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,United States Senator,John Anthony Castro,0,7,7,14
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,United States Senator,Mark Yancey,2,11,13,9
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,United States Senator,Dwayne Stovall,2,8,10,23
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,United States Senator,John Cornyn,2,74,76,55
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Matt McArthur,0,9,9,5
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Josh Winegarner,2,42,44,45
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Chris Ekstrom,2,17,19,17
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Vance Snider II,0,20,20,10
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Monique Worthy,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Mark Neese,0,2,2,2
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Asusena Reséndiz,0,0,0,3
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Ronny Jackson,2,10,12,17
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Diane Knowlton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Richard Herman,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Lee Harvey,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Jamie Culley,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Elaine Hays,0,3,3,3
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"United States Representative, District No. 13",Jason Foglesong,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Railroad Commissioner,"James ""Jim"" Wright",5,71,76,63
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Railroad Commissioner,Ryan Sitton,1,16,17,27
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Chief Justice, Supreme Court",Nathan Hecht,6,80,86,86
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,6,77,83,84
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Justice, Supreme Court, Place 7",Jeff Boyd,6,76,82,83
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Justice, Supreme Court, Place 8",Brett Busby,6,76,82,84
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,2,35,37,25
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,3,46,49,65
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,6,74,80,83
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Judge, Court of Criminal Appeals, Place 9",David Newell,6,74,80,84
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Member, State Board of Education, District 15",Jay Johnson,6,77,83,84
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"State Representative, District 68",Drew Springer,6,95,101,91
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Chief Justice, 7th Court of Appeals District",Brian Quinn,6,77,83,83
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,1,54,55,42
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,4,29,33,43
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"District Attorney, 31st Judicial District",Franklin McDonough,5,80,85,80
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,County Attorney,Misty L. Walker,5,46,51,47
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,County Attorney,Leslie Standerfer,1,75,76,65
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Sheriff,John Hankins,4,43,47,44
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Sheriff,Billy Dean Doss,2,28,30,33
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Sheriff,Larry Z. Ashurst,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Sheriff,Johnny Carter,0,49,49,36
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Sheriff,G. W. Barrett,0,4,4,2
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,County Tax Assessor-Collector,Cindy L. Brown,6,107,113,105
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"County Commissioner, Precinct 3",Steven Bentley,4,40,44,35
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"County Commissioner, Precinct 3",David Simpson,2,81,83,80
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,"Constable, Precinct No. 2",Kenneth Martindale,6,110,116,112
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,County Chairman,Elizabeth McDowell,6,93,99,99
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 1,Yes,5,105,110,90
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 1,No,1,15,16,26
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 2,Yes,6,98,104,91
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 2,No,0,21,21,23
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 3,Yes,4,111,115,109
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 3,No,2,5,7,6
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 4,Yes,4,114,118,104
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 4,No,2,1,3,10
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 5,Yes,6,107,113,106
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 5,No,0,8,8,9
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 6,Yes,4,110,114,103
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 6,No,2,6,8,8
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 7,Yes,6,117,123,111
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 7,No,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 8,Yes,6,116,122,114
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 8,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 9,Yes,6,113,119,103
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 9,No,0,5,5,9
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 10,Yes,5,110,115,101
Wheeler County,3/3/2020,Primary ,,,8 - REP,663,Proposition 10,No,1,5,6,8
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Matthew John Matern,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Donald J. Trump,6,186,192,134
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Bill Weld,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Bob Ely,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Joe Walsh,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,President,Uncommitted,0,5,5,5
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,United States Senator,Virgil Bierschwale,0,6,6,4
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,United States Senator,John Anthony Castro,0,9,9,10
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,United States Senator,Mark Yancey,0,15,15,13
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,United States Senator,Dwayne Stovall,0,21,21,14
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,United States Senator,John Cornyn,8,120,128,77
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Matt McArthur,0,6,6,7
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Josh Winegarner,5,58,63,50
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Chris Ekstrom,1,37,38,15
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Vance Snider II,0,34,34,19
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Monique Worthy,0,2,2,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Mark Neese,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Asusena Reséndiz,0,3,3,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Ronny Jackson,1,21,22,18
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Diane Knowlton,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Richard Herman,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Lee Harvey,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,2,2,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Jamie Culley,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Elaine Hays,1,8,9,7
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"United States Representative, District No. 13",Jason Foglesong,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Railroad Commissioner,"James ""Jim"" Wright",4,115,119,71
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Railroad Commissioner,Ryan Sitton,2,36,38,27
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Chief Justice, Supreme Court",Nathan Hecht,4,146,150,89
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,4,141,145,88
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Justice, Supreme Court, Place 7",Jeff Boyd,4,140,144,83
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Justice, Supreme Court, Place 8",Brett Busby,4,135,139,83
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,2,62,64,35
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,4,75,79,51
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,4,133,137,82
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Judge, Court of Criminal Appeals, Place 9",David Newell,4,135,139,80
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Member, State Board of Education, District 15",Jay Johnson,5,133,138,79
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"State Representative, District 68",Drew Springer,5,156,161,96
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Chief Justice, 7th Court of Appeals District",Brian Quinn,4,136,140,80
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,3,92,95,55
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,3,44,47,28
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"District Attorney, 31st Judicial District",Franklin McDonough,4,129,133,83
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,County Attorney,Misty L. Walker,5,85,90,64
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,County Attorney,Leslie Standerfer,3,100,103,74
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Sheriff,John Hankins,2,70,72,57
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Sheriff,Billy Dean Doss,2,27,29,39
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Sheriff,Larry Z. Ashurst,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Sheriff,Johnny Carter,4,92,96,49
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Sheriff,G. W. Barrett,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,County Tax Assessor-Collector,Cindy L. Brown,6,165,171,123
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,"Constable, Precinct No. 2",Kenneth Martindale,8,176,184,138
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,County Chairman,Elizabeth McDowell,6,158,164,114
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 1,Yes,7,163,170,119
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 1,No,1,27,28,24
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 2,Yes,6,147,153,116
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 2,No,2,40,42,22
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 3,Yes,7,169,176,122
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 3,No,1,13,14,14
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 4,Yes,8,179,187,128
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 4,No,0,5,5,10
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 5,Yes,8,173,181,119
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 5,No,0,13,13,19
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 6,Yes,6,177,183,127
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 6,No,0,11,11,12
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 7,Yes,7,188,195,135
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 7,No,0,2,2,2
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 8,Yes,7,184,191,129
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 8,No,0,2,2,5
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 9,Yes,7,175,182,131
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 9,No,0,13,13,4
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 10,Yes,7,171,178,126
Wheeler County,3/3/2020,Primary ,,,9 - REP,817,Proposition 10,No,0,15,15,8
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Zoltan G. Istvan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Matthew John Matern,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Donald J. Trump,4,10,14,46
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Bill Weld,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Bob Ely,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Joe Walsh,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,President,Uncommitted,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,United States Senator,Virgil Bierschwale,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,United States Senator,John Anthony Castro,0,0,0,4
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,United States Senator,Mark Yancey,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,United States Senator,Dwayne Stovall,0,2,2,3
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,United States Senator,John Cornyn,4,7,11,27
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Matt McArthur,0,0,0,3
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Josh Winegarner,1,5,6,28
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Chris Ekstrom,1,1,2,2
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Vance Snider II,0,1,1,4
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Monique Worthy,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Mark Neese,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Asusena Reséndiz,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Ronny Jackson,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Diane Knowlton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Richard Herman,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Lee Harvey,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13","Catherine ""I SWEAR"" Carr",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Jamie Culley,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Elaine Hays,1,2,3,4
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"United States Representative, District No. 13",Jason Foglesong,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Railroad Commissioner,"James ""Jim"" Wright",0,7,7,22
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Railroad Commissioner,Ryan Sitton,2,1,3,9
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Chief Justice, Supreme Court",Nathan Hecht,2,7,9,32
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Justice, Supreme Court, Place 6 -  Unexpired Term",Jane Bland,2,7,9,31
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Justice, Supreme Court, Place 7",Jeff Boyd,2,7,9,31
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Justice, Supreme Court, Place 8",Brett Busby,2,8,10,30
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,2,4,6,11
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,0,5,5,17
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,2,8,10,29
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Judge, Court of Criminal Appeals, Place 9",David Newell,2,7,9,28
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Member, State Board of Education, District 15",Jay Johnson,2,8,10,29
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"State Representative, District 68",Drew Springer,3,8,11,29
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Chief Justice, 7th Court of Appeals District",Brian Quinn,2,7,9,28
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,1,5,6,13
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,2,3,5,15
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"District Attorney, 31st Judicial District",Franklin McDonough,2,8,10,32
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,County Attorney,Misty L. Walker,0,7,7,24
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,County Attorney,Leslie Standerfer,4,4,8,25
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Sheriff,John Hankins,0,5,5,21
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Sheriff,Billy Dean Doss,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Sheriff,Larry Z. Ashurst,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Sheriff,Johnny Carter,4,5,9,22
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Sheriff,G. W. Barrett,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,County Tax Assessor-Collector,Cindy L. Brown,4,11,15,47
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"County Commissioner, Precinct 1",Jackie Don May Jr,3,7,10,24
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"County Commissioner, Precinct 1",Steve Walker,1,4,5,21
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"County Commissioner, Precinct 1",Larry Erwin,0,0,0,4
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,"Constable, Precinct No. 1",Mack Marshall,4,11,15,45
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,County Chairman,Elizabeth McDowell,4,8,12,41
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 1,Yes,4,11,15,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 1,No,0,0,0,7
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 2,Yes,4,11,15,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 2,No,0,0,0,5
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 3,Yes,4,10,14,37
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 3,No,0,1,1,6
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 4,Yes,4,10,14,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 4,No,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 5,Yes,2,9,11,39
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 5,No,2,2,4,4
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 6,Yes,4,9,13,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 6,No,0,2,2,2
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 7,Yes,4,11,15,42
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 7,No,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 8,Yes,4,10,14,42
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 8,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 9,Yes,4,11,15,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 9,No,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 10,Yes,4,10,14,40
Wheeler County,3/3/2020,Primary ,,,10 - REP,106,Proposition 10,No,0,1,1,3
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Elizabeth Warren,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Julián Castro,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Robby Wells,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Amy Klobuchar,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Tulsi Gabbard,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Cory Booker,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,1 - DEM,234,President,Michael R. Bloomberg,0,0,0,0
